MO;DY;HR;sinα;Ho
6;24;5;0,241;90,95
6;24;6;0,388;374,18
6;24;7;0,529;647,77
6;24;8;0,656;893,06
6;24;9;0,760;1093,33
6;24;10;0,833;1234,95
6;24;11;0,871;1308,26
6;24;12;0,871;1308,26
6;24;13;0,833;1234,95
6;24;14;0,760;1093,33
6;24;15;0,656;893,06
6;24;16;0,529;647,77
6;24;17;0,388;374,18
6;24;18;0,241;90,95
6;24;19;0,099;-182,64
6;24;20;0,000;0,00
6;24;21;0,000;0,00
6;24;22;0,000;0,00
6;24;23;0,000;0,00
6;25;0;0,000;0,00
6;25;1;0,000;0,00
6;25;2;0,000;0,00
6;25;3;0,000;0,00
6;25;4;0,099;-182,91
6;25;5;0,241;90,71
6;25;6;0,387;373,97
6;25;7;0,529;647,58
6;25;8;0,656;892,89
6;25;9;0,760;1093,19
6;25;10;0,833;1234,82
6;25;11;0,871;1308,14
6;25;12;0,871;1308,14
6;25;13;0,833;1234,82
6;25;14;0,760;1093,19
6;25;15;0,656;892,89
6;25;16;0,529;647,58
6;25;17;0,387;373,97
6;25;18;0,241;90,71
6;25;19;0,099;-182,91
6;25;20;0,000;0,00
6;25;21;0,000;0,00
6;25;22;0,000;0,00
6;25;23;0,000;0,00
6;26;0;0,000;0,00
6;26;1;0,000;0,00
6;26;2;0,000;0,00
6;26;3;0,000;0,00
6;26;4;0,099;-183,26
6;26;5;0,240;90,39
6;26;6;0,387;373,70
6;26;7;0,529;647,36
6;26;8;0,656;892,71
6;26;9;0,759;1093,04
6;26;10;0,833;1234,70
6;26;11;0,871;1308,02
6;26;12;0,871;1308,02
6;26;13;0,833;1234,70
6;26;14;0,759;1093,04
6;26;15;0,656;892,71
6;26;16;0,529;647,36
6;26;17;0,387;373,70
6;26;18;0,240;90,39
6;26;19;0,099;-183,26
6;26;20;0,000;0,00
6;26;21;0,000;0,00
6;26;22;0,000;0,00
6;26;23;0,000;0,00
6;27;0;0,000;0,00
6;27;1;0,000;0,00
6;27;2;0,000;0,00
6;27;3;0,000;0,00
6;27;4;0,098;-183,71
6;27;5;0,240;90,01
6;27;6;0,387;373,38
6;27;7;0,528;647,10
6;27;8;0,655;892,51
6;27;9;0,759;1092,88
6;27;10;0,832;1234,57
6;27;11;0,870;1307,91
6;27;12;0,870;1307,91
6;27;13;0,832;1234,57
6;27;14;0,759;1092,88
6;27;15;0,655;892,51
6;27;16;0,528;647,10
6;27;17;0,387;373,38
6;27;18;0,240;90,01
6;27;19;0,098;-183,71
6;27;20;0,000;0,00
6;27;21;0,000;0,00
6;27;22;0,000;0,00
6;27;23;0,000;0,00
6;28;0;0,000;0,00
6;28;1;0,000;0,00
6;28;2;0,000;0,00
6;28;3;0,000;0,00
6;28;4;0,098;-184,24
6;28;5;0,239;89,55
6;28;6;0,386;373,01
6;28;7;0,528;646,80
6;28;8;0,655;892,28
6;28;9;0,759;1092,71
6;28;10;0,832;1234,44
6;28;11;0,870;1307,80
6;28;12;0,870;1307,80
6;28;13;0,832;1234,44
6;28;14;0,759;1092,71
6;28;15;0,655;892,28
6;28;16;0,528;646,80
6;28;17;0,386;373,01
6;28;18;0,239;89,55
6;28;19;0,098;-184,24
6;28;20;0,000;0,00
6;28;21;0,000;0,00
6;28;22;0,000;0,00
6;28;23;0,000;0,00
6;29;0;0,000;0,00
6;29;1;0,000;0,00
6;29;2;0,000;0,00
6;29;3;0,000;0,00
6;29;4;0,097;-184,87
6;29;5;0,239;89,02
6;29;6;0,385;372,58
6;29;7;0,527;646,47
6;29;8;0,654;892,03
6;29;9;0,758;1092,53
6;29;10;0,832;1234,31
6;29;11;0,870;1307,70
6;29;12;0,870;1307,70
6;29;13;0,832;1234,31
6;29;14;0,758;1092,53
6;29;15;0,654;892,03
6;29;16;0,527;646,47
6;29;17;0,385;372,58
6;29;18;0,239;89,02
6;29;19;0,097;-184,87
6;29;20;0,000;0,00
6;29;21;0,000;0,00
6;29;22;0,000;0,00
6;29;23;0,000;0,00
6;30;0;0,000;0,00
6;30;1;0,000;0,00
6;30;2;0,000;0,00
6;30;3;0,000;0,00
6;30;4;0,096;-185,58
6;30;5;0,238;88,43
6;30;6;0,385;372,09
6;30;7;0,527;646,10
6;30;8;0,654;891,76
6;30;9;0,758;1092,34
6;30;10;0,831;1234,18
6;30;11;0,869;1307,59
6;30;12;0,869;1307,59
6;30;13;0,831;1234,18
6;30;14;0,758;1092,34
6;30;15;0,654;891,76
6;30;16;0,527;646,10
6;30;17;0,385;372,09
6;30;18;0,238;88,43
6;30;19;0,096;-185,58
6;30;20;0,000;0,00
6;30;21;0,000;0,00
6;30;22;0,000;0,00
6;30;23;0,000;0,00
7;1;0;0,000;0,00
7;1;1;0,000;0,00
7;1;2;0,000;0,00
7;1;3;0,000;0,00
7;1;4;0,095;-186,37
7;1;5;0,237;87,76
7;1;6;0,384;371,56
7;1;7;0,526;645,69
7;1;8;0,653;891,46
7;1;9;0,757;1092,14
7;1;10;0,831;1234,04
7;1;11;0,869;1307,50
7;1;12;0,869;1307,50
7;1;13;0,831;1234,04
7;1;14;0,757;1092,14
7;1;15;0,653;891,46
7;1;16;0,526;645,69
7;1;17;0,384;371,56
7;1;18;0,237;87,76
7;1;19;0,095;-186,37
7;1;20;0,000;0,00
7;1;21;0,000;0,00
7;1;22;0,000;0,00
7;1;23;0,000;0,00
7;2;0;0,000;0,00
7;2;1;0,000;0,00
7;2;2;0,000;0,00
7;2;3;0,000;0,00
7;2;4;0,094;-187,26
7;2;5;0,236;87,02
7;2;6;0,383;370,97
7;2;7;0,525;645,24
7;2;8;0,652;891,15
7;2;9;0,756;1091,93
7;2;10;0,830;1233,91
7;2;11;0,868;1307,40
7;2;12;0,868;1307,40
7;2;13;0,830;1233,91
7;2;14;0,756;1091,93
7;2;15;0,652;891,15
7;2;16;0,525;645,24
7;2;17;0,383;370,97
7;2;18;0,236;87,02
7;2;19;0,094;-187,26
7;2;20;0,000;0,00
7;2;21;0,000;0,00
7;2;22;0,000;0,00
7;2;23;0,000;0,00
7;3;0;0,000;0,00
7;3;1;0,000;0,00
7;3;2;0,000;0,00
7;3;3;0,000;0,00
7;3;4;0,093;-188,23
7;3;5;0,235;86,21
7;3;6;0,382;370,32
7;3;7;0,524;644,76
7;3;8;0,652;890,81
7;3;9;0,756;1091,71
7;3;10;0,829;1233,77
7;3;11;0,867;1307,30
7;3;12;0,867;1307,30
7;3;13;0,829;1233,77
7;3;14;0,756;1091,71
7;3;15;0,652;890,81
7;3;16;0,524;644,76
7;3;17;0,382;370,32
7;3;18;0,235;86,21
7;3;19;0,093;-188,23
7;3;20;0,000;0,00
7;3;21;0,000;0,00
7;3;22;0,000;0,00
7;3;23;0,000;0,00
7;4;0;0,000;0,00
7;4;1;0,000;0,00
7;4;2;0,000;0,00
7;4;3;0,000;0,00
7;4;4;0,092;-189,29
7;4;5;0,234;85,32
7;4;6;0,381;369,62
7;4;7;0,523;644,24
7;4;8;0,651;890,45
7;4;9;0,755;1091,48
7;4;10;0,829;1233,63
7;4;11;0,867;1307,21
7;4;12;0,867;1307,21
7;4;13;0,829;1233,63
7;4;14;0,755;1091,48
7;4;15;0,651;890,45
7;4;16;0,523;644,24
7;4;17;0,381;369,62
7;4;18;0,234;85,32
7;4;19;0,092;-189,29
7;4;20;0,000;0,00
7;4;21;0,000;0,00
7;4;22;0,000;0,00
7;4;23;0,000;0,00
7;5;0;0,000;0,00
7;5;1;0,000;0,00
7;5;2;0,000;0,00
7;5;3;0,000;0,00
7;5;4;0,090;-190,43
7;5;5;0,233;84,37
7;5;6;0,380;368,87
7;5;7;0,522;643,68
7;5;8;0,650;890,06
7;5;9;0,754;1091,23
7;5;10;0,828;1233,48
7;5;11;0,866;1307,11
7;5;12;0,866;1307,11
7;5;13;0,828;1233,48
7;5;14;0,754;1091,23
7;5;15;0,650;890,06
7;5;16;0,522;643,68
7;5;17;0,380;368,87
7;5;18;0,233;84,37
7;5;19;0,090;-190,43
7;5;20;0,000;0,00
7;5;21;0,000;0,00
7;5;22;0,000;0,00
7;5;23;0,000;0,00
7;6;0;0,000;0,00
7;6;1;0,000;0,00
7;6;2;0,000;0,00
7;6;3;0,000;0,00
7;6;4;0,089;-191,66
7;6;5;0,231;83,35
7;6;6;0,379;368,07
7;6;7;0,521;643,08
7;6;8;0,649;889,65
7;6;9;0,753;1090,97
7;6;10;0,827;1233,33
7;6;11;0,865;1307,02
7;6;12;0,865;1307,02
7;6;13;0,827;1233,33
7;6;14;0,753;1090,97
7;6;15;0,649;889,65
7;6;16;0,521;643,08
7;6;17;0,379;368,07
7;6;18;0,231;83,35
7;6;19;0,089;-191,66
7;6;20;0,000;0,00
7;6;21;0,000;0,00
7;6;22;0,000;0,00
7;6;23;0,000;0,00
7;7;0;0,000;0,00
7;7;1;0,000;0,00
7;7;2;0,000;0,00
7;7;3;0,000;0,00
7;7;4;0,088;-192,98
7;7;5;0,230;82,26
7;7;6;0,378;367,21
7;7;7;0,520;642,44
7;7;8;0,648;889,21
7;7;9;0,752;1090,70
7;7;10;0,826;1233,17
7;7;11;0,864;1306,92
7;7;12;0,864;1306,92
7;7;13;0,826;1233,17
7;7;14;0,752;1090,70
7;7;15;0,648;889,21
7;7;16;0,520;642,44
7;7;17;0,378;367,21
7;7;18;0,230;82,26
7;7;19;0,088;-192,98
7;7;20;0,000;0,00
7;7;21;0,000;0,00
7;7;22;0,000;0,00
7;7;23;0,000;0,00
7;8;0;0,000;0,00
7;8;1;0,000;0,00
7;8;2;0,000;0,00
7;8;3;0,000;0,00
7;8;4;0,086;-194,38
7;8;5;0,229;81,10
7;8;6;0,376;366,29
7;8;7;0,519;641,77
7;8;8;0,647;888,75
7;8;9;0,751;1090,41
7;8;10;0,825;1233,01
7;8;11;0,863;1306,83
7;8;12;0,863;1306,83
7;8;13;0,825;1233,01
7;8;14;0,751;1090,41
7;8;15;0,647;888,75
7;8;16;0,519;641,77
7;8;17;0,376;366,29
7;8;18;0,229;81,10
7;8;19;0,086;-194,38
7;8;20;0,000;0,00
7;8;21;0,000;0,00
7;8;22;0,000;0,00
7;8;23;0,000;0,00
7;9;0;0,000;0,00
7;9;1;0,000;0,00
7;9;2;0,000;0,00
7;9;3;0,000;0,00
7;9;4;0,084;-195,86
7;9;5;0,227;79,87
7;9;6;0,375;365,32
7;9;7;0,518;641,05
7;9;8;0,645;888,27
7;9;9;0,750;1090,11
7;9;10;0,824;1232,84
7;9;11;0,862;1306,72
7;9;12;0,862;1306,72
7;9;13;0,824;1232,84
7;9;14;0,750;1090,11
7;9;15;0,645;888,27
7;9;16;0,518;641,05
7;9;17;0,375;365,32
7;9;18;0,227;79,87
7;9;19;0,084;-195,86
7;9;20;0,000;0,00
7;9;21;0,000;0,00
7;9;22;0,000;0,00
7;9;23;0,000;0,00
7;10;0;0,000;0,00
7;10;1;0,000;0,00
7;10;2;0,000;0,00
7;10;3;0,000;0,00
7;10;4;0,082;-197,43
7;10;5;0,225;78,57
7;10;6;0,373;364,30
7;10;7;0,516;640,30
7;10;8;0,644;887,75
7;10;9;0,749;1089,80
7;10;10;0,823;1232,67
7;10;11;0,861;1306,62
7;10;12;0,861;1306,62
7;10;13;0,823;1232,67
7;10;14;0,749;1089,80
7;10;15;0,644;887,75
7;10;16;0,516;640,30
7;10;17;0,373;364,30
7;10;18;0,225;78,57
7;10;19;0,082;-197,43
7;10;20;0,000;0,00
7;10;21;0,000;0,00
7;10;22;0,000;0,00
7;10;23;0,000;0,00
7;11;0;0,000;0,00
7;11;1;0,000;0,00
7;11;2;0,000;0,00
7;11;3;0,000;0,00
7;11;4;0,081;-199,08
7;11;5;0,224;77,20
7;11;6;0,372;363,23
7;11;7;0,515;639,51
7;11;8;0,643;887,22
7;11;9;0,748;1089,47
7;11;10;0,822;1232,48
7;11;11;0,860;1306,51
7;11;12;0,860;1306,51
7;11;13;0,822;1232,48
7;11;14;0,748;1089,47
7;11;15;0,643;887,22
7;11;16;0,515;639,51
7;11;17;0,372;363,23
7;11;18;0,224;77,20
7;11;19;0,081;-199,08
7;11;20;0,000;0,00
7;11;21;0,000;0,00
7;11;22;0,000;0,00
7;11;23;0,000;0,00
7;12;0;0,000;0,00
7;12;1;0,000;0,00
7;12;2;0,000;0,00
7;12;3;0,000;0,00
7;12;4;0,079;-200,82
7;12;5;0,222;75,76
7;12;6;0,370;362,10
7;12;7;0,513;638,68
7;12;8;0,641;886,65
7;12;9;0,746;1089,12
7;12;10;0,820;1232,29
7;12;11;0,859;1306,40
7;12;12;0,859;1306,40
7;12;13;0,820;1232,29
7;12;14;0,746;1089,12
7;12;15;0,641;886,65
7;12;16;0,513;638,68
7;12;17;0,370;362,10
7;12;18;0,222;75,76
7;12;19;0,079;-200,82
7;12;20;0,000;0,00
7;12;21;0,000;0,00
7;12;22;0,000;0,00
7;12;23;0,000;0,00
7;13;0;0,000;0,00
7;13;1;0,000;0,00
7;13;2;0,000;0,00
7;13;3;0,000;0,00
7;13;4;0,077;-202,63
7;13;5;0,220;74,26
7;13;6;0,368;360,91
7;13;7;0,511;637,80
7;13;8;0,640;886,06
7;13;9;0,745;1088,75
7;13;10;0,819;1232,08
7;13;11;0,857;1306,27
7;13;12;0,857;1306,27
7;13;13;0,819;1232,08
7;13;14;0,745;1088,75
7;13;15;0,640;886,06
7;13;16;0,511;637,80
7;13;17;0,368;360,91
7;13;18;0,220;74,26
7;13;19;0,077;-202,63
7;13;20;0,000;0,00
7;13;21;0,000;0,00
7;13;22;0,000;0,00
7;13;23;0,000;0,00
7;14;0;0,000;0,00
7;14;1;0,000;0,00
7;14;2;0,000;0,00
7;14;3;0,000;0,00
7;14;4;0,074;-204,53
7;14;5;0,218;72,68
7;14;6;0,366;359,68
7;14;7;0,510;636,89
7;14;8;0,638;885,43
7;14;9;0,743;1088,37
7;14;10;0,818;1231,86
7;14;11;0,856;1306,14
7;14;12;0,856;1306,14
7;14;13;0,818;1231,86
7;14;14;0,743;1088,37
7;14;15;0,638;885,43
7;14;16;0,510;636,89
7;14;17;0,366;359,68
7;14;18;0,218;72,68
7;14;19;0,074;-204,53
7;14;20;0,000;0,00
7;14;21;0,000;0,00
7;14;22;0,000;0,00
7;14;23;0,000;0,00
7;15;0;0,000;0,00
7;15;1;0,000;0,00
7;15;2;0,000;0,00
7;15;3;0,000;0,00
7;15;4;0,072;-206,51
7;15;5;0,216;71,04
7;15;6;0,364;358,39
7;15;7;0,508;635,94
7;15;8;0,637;884,78
7;15;9;0,742;1087,96
7;15;10;0,816;1231,64
7;15;11;0,855;1306,01
7;15;12;0,855;1306,01
7;15;13;0,816;1231,64
7;15;14;0,742;1087,96
7;15;15;0,637;884,78
7;15;16;0,508;635,94
7;15;17;0,364;358,39
7;15;18;0,216;71,04
7;15;19;0,072;-206,51
7;15;20;0,000;0,00
7;15;21;0,000;0,00
7;15;22;0,000;0,00
7;15;23;0,000;0,00
7;16;0;0,000;0,00
7;16;1;0,000;0,00
7;16;2;0,000;0,00
7;16;3;0,000;0,00
7;16;4;0,070;-208,57
7;16;5;0,214;69,34
7;16;6;0,362;357,04
7;16;7;0,506;634,94
7;16;8;0,635;884,10
7;16;9;0,740;1087,54
7;16;10;0,815;1231,39
7;16;11;0,853;1305,86
7;16;12;0,853;1305,86
7;16;13;0,815;1231,39
7;16;14;0,740;1087,54
7;16;15;0,635;884,10
7;16;16;0,506;634,94
7;16;17;0,362;357,04
7;16;18;0,214;69,34
7;16;19;0,070;-208,57
7;16;20;0,000;0,00
7;16;21;0,000;0,00
7;16;22;0,000;0,00
7;16;23;0,000;0,00
7;17;0;0,000;0,00
7;17;1;0,000;0,00
7;17;2;0,000;0,00
7;17;3;0,000;0,00
7;17;4;0,067;-210,70
7;17;5;0,211;67,56
7;17;6;0,360;355,64
7;17;7;0,504;633,91
7;17;8;0,633;883,39
7;17;9;0,739;1087,09
7;17;10;0,813;1231,13
7;17;11;0,852;1305,70
7;17;12;0,852;1305,70
7;17;13;0,813;1231,13
7;17;14;0,739;1087,09
7;17;15;0,633;883,39
7;17;16;0,504;633,91
7;17;17;0,360;355,64
7;17;18;0,211;67,56
7;17;19;0,067;-210,70
7;17;20;0,000;0,00
7;17;21;0,000;0,00
7;17;22;0,000;0,00
7;17;23;0,000;0,00
7;18;0;0,000;0,00
7;18;1;0,000;0,00
7;18;2;0,000;0,00
7;18;3;0,000;0,00
7;18;4;0,065;-212,92
7;18;5;0,209;65,72
7;18;6;0,358;354,19
7;18;7;0,502;632,83
7;18;8;0,631;882,65
7;18;9;0,737;1086,63
7;18;10;0,811;1230,86
7;18;11;0,850;1305,52
7;18;12;0,850;1305,52
7;18;13;0,811;1230,86
7;18;14;0,737;1086,63
7;18;15;0,631;882,65
7;18;16;0,502;632,83
7;18;17;0,358;354,19
7;18;18;0,209;65,72
7;18;19;0,065;-212,92
7;18;20;0,000;0,00
7;18;21;0,000;0,00
7;18;22;0,000;0,00
7;18;23;0,000;0,00
7;19;0;0,000;0,00
7;19;1;0,000;0,00
7;19;2;0,000;0,00
7;19;3;0,000;0,00
7;19;4;0,062;-215,21
7;19;5;0,206;63,81
7;19;6;0,356;352,68
7;19;7;0,500;631,71
7;19;8;0,629;881,87
7;19;9;0,735;1086,14
7;19;10;0,810;1230,57
7;19;11;0,848;1305,34
7;19;12;0,848;1305,34
7;19;13;0,810;1230,57
7;19;14;0,735;1086,14
7;19;15;0,629;881,87
7;19;16;0,500;631,71
7;19;17;0,356;352,68
7;19;18;0,206;63,81
7;19;19;0,062;-215,21
7;19;20;0,000;0,00
7;19;21;0,000;0,00
7;19;22;0,000;0,00
7;19;23;0,000;0,00
7;20;0;0,000;0,00
7;20;1;0,000;0,00
7;20;2;0,000;0,00
7;20;3;0,000;0,00
7;20;4;0,060;-217,58
7;20;5;0,204;61,84
7;20;6;0,353;351,12
7;20;7;0,498;630,54
7;20;8;0,627;881,07
7;20;9;0,733;1085,62
7;20;10;0,808;1230,26
7;20;11;0,847;1305,13
7;20;12;0,847;1305,13
7;20;13;0,808;1230,26
7;20;14;0,733;1085,62
7;20;15;0,627;881,07
7;20;16;0,498;630,54
7;20;17;0,353;351,12
7;20;18;0,204;61,84
7;20;19;0,060;-217,58
7;20;20;0,000;0,00
7;20;21;0,000;0,00
7;20;22;0,000;0,00
7;20;23;0,000;0,00
7;21;0;0,000;0,00
7;21;1;0,000;0,00
7;21;2;0,000;0,00
7;21;3;0,000;0,00
7;21;4;0,057;-220,03
7;21;5;0,201;59,80
7;21;6;0,351;349,51
7;21;7;0,496;629,34
7;21;8;0,625;880,23
7;21;9;0,731;1085,08
7;21;10;0,806;1229,93
7;21;11;0,845;1304,91
7;21;12;0,845;1304,91
7;21;13;0,806;1229,93
7;21;14;0,731;1085,08
7;21;15;0,625;880,23
7;21;16;0,496;629,34
7;21;17;0,351;349,51
7;21;18;0,201;59,80
7;21;19;0,057;-220,03
7;21;20;0,000;0,00
7;21;21;0,000;0,00
7;21;22;0,000;0,00
7;21;23;0,000;0,00
7;22;0;0,000;0,00
7;22;1;0,000;0,00
7;22;2;0,000;0,00
7;22;3;0,000;0,00
7;22;4;0,054;-222,55
7;22;5;0,199;57,70
7;22;6;0,349;347,84
7;22;7;0,493;628,09
7;22;8;0,623;879,36
7;22;9;0,729;1084,51
7;22;10;0,804;1229,58
7;22;11;0,843;1304,68
7;22;12;0,843;1304,68
7;22;13;0,804;1229,58
7;22;14;0,729;1084,51
7;22;15;0,623;879,36
7;22;16;0,493;628,09
7;22;17;0,349;347,84
7;22;18;0,199;57,70
7;22;19;0,054;-222,55
7;22;20;0,000;0,00
7;22;21;0,000;0,00
7;22;22;0,000;0,00
7;22;23;0,000;0,00
7;23;0;0,000;0,00
7;23;1;0,000;0,00
7;23;2;0,000;0,00
7;23;3;0,000;0,00
7;23;4;0,051;-225,15
7;23;5;0,196;55,53
7;23;6;0,346;346,11
7;23;7;0,491;626,80
7;23;8;0,621;878,45
7;23;9;0,727;1083,92
7;23;10;0,802;1229,21
7;23;11;0,841;1304,42
7;23;12;0,841;1304,42
7;23;13;0,802;1229,21
7;23;14;0,727;1083,92
7;23;15;0,621;878,45
7;23;16;0,491;626,80
7;23;17;0,346;346,11
7;23;18;0,196;55,53
7;23;19;0,051;-225,15
7;23;20;0,000;0,00
7;23;21;0,000;0,00
7;23;22;0,000;0,00
7;23;23;0,000;0,00
7;24;0;0,000;0,00
7;24;1;0,000;0,00
7;24;2;0,000;0,00
7;24;3;0,000;0,00
7;24;4;0,048;-227,82
7;24;5;0,193;53,30
7;24;6;0,343;344,34
7;24;7;0,489;625,46
7;24;8;0,619;877,50
7;24;9;0,725;1083,30
7;24;10;0,800;1228,82
7;24;11;0,839;1304,14
7;24;12;0,839;1304,14
7;24;13;0,800;1228,82
7;24;14;0,725;1083,30
7;24;15;0,619;877,50
7;24;16;0,489;625,46
7;24;17;0,343;344,34
7;24;18;0,193;53,30
7;24;19;0,048;-227,82
7;24;20;0,000;0,00
7;24;21;0,000;0,00
7;24;22;0,000;0,00
7;24;23;0,000;0,00
7;25;0;0,000;0,00
7;25;1;0,000;0,00
7;25;2;0,000;0,00
7;25;3;0,000;0,00
7;25;4;0,045;-230,56
7;25;5;0,190;51,01
7;25;6;0,341;342,51
7;25;7;0,486;624,08
7;25;8;0,616;876,52
7;25;9;0,723;1082,65
7;25;10;0,798;1228,40
7;25;11;0,837;1303,84
7;25;12;0,837;1303,84
7;25;13;0,798;1228,40
7;25;14;0,723;1082,65
7;25;15;0,616;876,52
7;25;16;0,486;624,08
7;25;17;0,341;342,51
7;25;18;0,190;51,01
7;25;19;0,045;-230,56
7;25;20;0,000;0,00
7;25;21;0,000;0,00
7;25;22;0,000;0,00
7;25;23;0,000;0,00
7;26;0;0,000;0,00
7;26;1;0,000;0,00
7;26;2;0,000;0,00
7;26;3;0,000;0,00
7;26;4;0,041;-233,38
7;26;5;0,187;48,65
7;26;6;0,338;340,62
7;26;7;0,483;622,65
7;26;8;0,614;875,51
7;26;9;0,720;1081,96
7;26;10;0,796;1227,95
7;26;11;0,835;1303,52
7;26;12;0,835;1303,52
7;26;13;0,796;1227,95
7;26;14;0,720;1081,96
7;26;15;0,614;875,51
7;26;16;0,483;622,65
7;26;17;0,338;340,62
7;26;18;0,187;48,65
7;26;19;0,041;-233,38
7;26;20;0,000;0,00
7;26;21;0,000;0,00
7;26;22;0,000;0,00
7;26;23;0,000;0,00
7;27;0;0,000;0,00
7;27;1;0,000;0,00
7;27;2;0,000;0,00
7;27;3;0,000;0,00
7;27;4;0,038;-236,26
7;27;5;0,184;46,23
7;27;6;0,335;338,69
7;27;7;0,481;621,18
7;27;8;0,611;874,45
7;27;9;0,718;1081,25
7;27;10;0,794;1227,48
7;27;11;0,833;1303,17
7;27;12;0,833;1303,17
7;27;13;0,794;1227,48
7;27;14;0,718;1081,25
7;27;15;0,611;874,45
7;27;16;0,481;621,18
7;27;17;0,335;338,69
7;27;18;0,184;46,23
7;27;19;0,038;-236,26
7;27;20;0,000;0,00
7;27;21;0,000;0,00
7;27;22;0,000;0,00
7;27;23;0,000;0,00
7;28;0;0,000;0,00
7;28;1;0,000;0,00
7;28;2;0,000;0,00
7;28;3;0,000;0,00
7;28;4;0,035;-239,21
7;28;5;0,181;43,75
7;28;6;0,332;336,70
7;28;7;0,478;619,66
7;28;8;0,609;873,36
7;28;9;0,716;1080,50
7;28;10;0,791;1226,98
7;28;11;0,830;1302,80
7;28;12;0,830;1302,80
7;28;13;0,791;1226,98
7;28;14;0,716;1080,50
7;28;15;0,609;873,36
7;28;16;0,478;619,66
7;28;17;0,332;336,70
7;28;18;0,181;43,75
7;28;19;0,035;-239,21
7;28;20;0,000;0,00
7;28;21;0,000;0,00
7;28;22;0,000;0,00
7;28;23;0,000;0,00
7;29;0;0,000;0,00
7;29;1;0,000;0,00
7;29;2;0,000;0,00
7;29;3;0,000;0,00
7;29;4;0,031;-242,23
7;29;5;0,177;41,21
7;29;6;0,329;334,65
7;29;7;0,475;618,10
7;29;8;0,606;872,23
7;29;9;0,713;1079,72
7;29;10;0,789;1226,44
7;29;11;0,828;1302,39
7;29;12;0,828;1302,39
7;29;13;0,789;1226,44
7;29;14;0,713;1079,72
7;29;15;0,606;872,23
7;29;16;0,475;618,10
7;29;17;0,329;334,65
7;29;18;0,177;41,21
7;29;19;0,031;-242,23
7;29;20;0,000;0,00
7;29;21;0,000;0,00
7;29;22;0,000;0,00
7;29;23;0,000;0,00
7;30;0;0,000;0,00
7;30;1;0,000;0,00
7;30;2;0,000;0,00
7;30;3;0,000;0,00
7;30;4;0,028;-245,32
7;30;5;0,174;38,61
7;30;6;0,326;332,56
7;30;7;0,472;616,49
7;30;8;0,603;871,05
7;30;9;0,711;1078,91
7;30;10;0,786;1225,88
7;30;11;0,826;1301,96
7;30;12;0,826;1301,96
7;30;13;0,786;1225,88
7;30;14;0,711;1078,91
7;30;15;0,603;871,05
7;30;16;0,472;616,49
7;30;17;0,326;332,56
7;30;18;0,174;38,61
7;30;19;0,028;-245,32
7;30;20;0,000;0,00
7;30;21;0,000;0,00
7;30;22;0,000;0,00
7;30;23;0,000;0,00
7;31;0;0,000;0,00
7;31;1;0,000;0,00
7;31;2;0,000;0,00
7;31;3;0,000;0,00
7;31;4;0,024;-248,48
7;31;5;0,171;35,95
7;31;6;0,323;330,41
7;31;7;0,469;614,83
7;31;8;0,601;869,84
7;31;9;0,708;1078,05
7;31;10;0,784;1225,28
7;31;11;0,823;1301,50
7;31;12;0,823;1301,50
7;31;13;0,784;1225,28
7;31;14;0,708;1078,05
7;31;15;0,601;869,84
7;31;16;0,469;614,83
7;31;17;0,323;330,41
7;31;18;0,171;35,95
7;31;19;0,024;-248,48
7;31;20;0,000;0,00
7;31;21;0,000;0,00
7;31;22;0,000;0,00
7;31;23;0,000;0,00
8;1;0;0,000;0,00
8;1;1;0,000;0,00
8;1;2;0,000;0,00
8;1;3;0,000;0,00
8;1;4;0,020;-251,70
8;1;5;0,167;33,23
8;1;6;0,319;328,20
8;1;7;0,466;613,13
8;1;8;0,598;868,59
8;1;9;0,705;1077,17
8;1;10;0,781;1224,65
8;1;11;0,821;1301,00
8;1;12;0,821;1301,00
8;1;13;0,781;1224,65
8;1;14;0,705;1077,17
8;1;15;0,598;868,59
8;1;16;0,466;613,13
8;1;17;0,319;328,20
8;1;18;0,167;33,23
8;1;19;0,020;-251,70
8;1;20;0,000;0,00
8;1;21;0,000;0,00
8;1;22;0,000;0,00
8;1;23;0,000;0,00
8;2;0;0,000;0,00
8;2;1;0,000;0,00
8;2;2;0,000;0,00
8;2;3;0,000;0,00
8;2;4;0,017;-254,98
8;2;5;0,164;30,45
8;2;6;0,316;325,95
8;2;7;0,463;611,38
8;2;8;0,595;867,29
8;2;9;0,703;1076,24
8;2;10;0,779;1223,99
8;2;11;0,818;1300,47
8;2;12;0,818;1300,47
8;2;13;0,779;1223,99
8;2;14;0,703;1076,24
8;2;15;0,595;867,29
8;2;16;0,463;611,38
8;2;17;0,316;325,95
8;2;18;0,164;30,45
8;2;19;0,017;-254,98
8;2;20;0,000;0,00
8;2;21;0,000;0,00
8;2;22;0,000;0,00
8;2;23;0,000;0,00
8;3;0;0,000;0,00
8;3;1;0,000;0,00
8;3;2;0,000;0,00
8;3;3;0,000;0,00
8;3;4;0,013;-258,32
8;3;5;0,160;27,62
8;3;6;0,312;323,64
8;3;7;0,460;609,58
8;3;8;0,592;865,95
8;3;9;0,700;1075,27
8;3;10;0,776;1223,28
8;3;11;0,815;1299,90
8;3;12;0,815;1299,90
8;3;13;0,776;1223,28
8;3;14;0,700;1075,27
8;3;15;0,592;865,95
8;3;16;0,460;609,58
8;3;17;0,312;323,64
8;3;18;0,160;27,62
8;3;19;0,013;-258,32
